IncidentFromDate,IncidentFromTime,IncidentToDate,IncidentToTime,Offense Description,CaseDisposition,LocationCode,PatrolZone,LocationLandmark,LocationStreet,LocationLatitude,LocationLongitude,CreatedSource,Column19
01/30/2010,NULL,1/30/2010,NULL,Miscellaneous Offenses,NULL,ONCAM,Z2,Lambda Chi Alpha Fraternity   312   Z2,"Techwood Drive, NW",NULL,NULL,1,
01/30/2010,4:04:00,1/30/2010,4:19:00,Miscellaneous Offenses,Extradition Declined,ONCAM,Z2,"Techwood Drive, NW @ Bobby Dodd Way, NW",NULL,NULL,NULL,1,
01/30/2010,11:14:00,NULL,NULL,Miscellaneous Offenses,NULL,PUB,Z4,Turner Place b/w McMillan St. & Curran St.  Z4,NULL,NULL,NULL,1,
01/30/2010,17:38:00,NULL,NULL,Marijuana – Possession of,Prosecution Declined,ONCAMRES,Z2,Towers Residence Hall   15   Z2,"Bobby Dodd Way, NW",NULL,NULL,1,
01/20/2010,16:00:00,1/22/2010,18:00:00,Larceny – Articles from Vehicle,NULL,ONCAM,Z4,Woodruff Residence Hall Parking Lot  116   Z4,"Curran Street, NW",NULL,NULL,1,
01/30/2010,20:26:00,1/30/2010,20:40:00,Miscellaneous Offenses,NULL,ONCAM,Z3,Instructional Center   55   Z3,"Ferst Drive, NW",NULL,NULL,1,
01/30/2010,21:31:00,1/30/2010,21:31:00,Miscellaneous Offenses,Cleared by Arrest,PUB,Z2,"North Avenue, NW @ McAfee Street, NW",NULL,NULL,NULL,1,
01/28/2010,21:00:00,1/28/2010,22:30:00,Larceny – From Building,NULL,ONCAM,Z4,Campus Recreation Center   122   Z4,"Ferst Drive, NW",NULL,NULL,1,
01/31/2010,3:08:00,1/31/2010,3:27:00,Miscellaneous Offenses,Prosecution Declined,ONCAM,Z2,Architecture Card Lot   z3,"Fourth Street, NW",NULL,NULL,1,
01/31/2010,12:28:00,NULL,NULL,Miscellaneous Offenses,NULL,PUB,Z3,Howey Physics Building   81   Z3,"Atlantic Drive, NW",NULL,NULL,1,
01/29/2010,9:00:00,1/31/2010,10:00:00,Miscellaneous Offenses,NULL,ONCAM,Z1,Beringause Building,"Hemphill Avenue, NW",NULL,NULL,1,
01/31/2010,18:30:00,NULL,NULL,Miscellaneous Offenses,Cleared by Arrest,PUB,Z2,"North Avenue, NW @ Luckie Street, NW  Z2",NULL,NULL,NULL,1,
01/31/2010,19:47:00,1/31/2010,20:30:00,Miscellaneous Offenses,Cleared by Arrest,PUB,Z4,"Tech Parkway, NW @ State Street, NW",NULL,NULL,NULL,1,
01/31/2010,21:40:00,1/31/2010,22:10:00,Miscellaneous Offenses,Prosecution Declined,ONCAMRES,Z2,Howell Residence Hall   10   Z2,"Williams Street, NW",NULL,NULL,1,
01/31/2010,22:18:00,NULL,NULL,Miscellaneous Offenses,Cleared by Arrest,PUB,Z4,"North Avenue, NW @ Donald Lee Holowell Parkway, NW",NULL,NULL,NULL,1,
01/31/2010,23:51:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,Z2,Bobby Dodd Stadium   17   Z2,"North Avenue, NW",NULL,NULL,1,
02/01/2010,10:08:00,2/1/2010,10:28:00,Larceny – From Building,NULL,ONCAM,Z3,Klaus Advanced Computing Building,"Ferst Drive, NW",NULL,NULL,1,
01/30/2010,17:00:00,2/1/2010,8:00:00,Damage to Property – Business,NULL,ONCAMRES,Z2,North Avenue Apartments East,"North Avenue, NW",NULL,NULL,1,
02/01/2010,10:42:00,2/1/2010,10:59:00,Larceny – From Building,NULL,ONCAM,Z3,Student Center,"Ferst Drive, NW",NULL,NULL,1,
01/30/2010,17:00:00,2/1/2010,8:00:00,Damage to Property – Business,NULL,ONCAMRES,Z2,Harrison Residence Hall   14   Z2,"Williams Street, NW",NULL,NULL,1,
02/01/2010,8:00:00,2/1/2010,11:15:00,Damage to Property – Private,NULL,ONCAM,Z2,Peters Parking Deck   8   Z2,"Fowler Street, NW",NULL,NULL,1,
02/01/2010,12:00:00,2/1/2010,13:00:00,Larceny – Bicycle,NULL,ONCAM,Z3,Van Leer Electrical Engineering Building,"Atlantic Drive, NW",NULL,NULL,1,
02/01/2010,15:00:00,2/1/2010,NULL,Miscellaneous Offenses,NULL,PUB,Z1,"Fowler Street, NW @ Sixth Street, NW  Z1",NULL,NULL,NULL,1,
02/01/2010,19:35:00,2/1/2010,20:30:00,Miscellaneous Offenses,Cleared by Arrest,ONCAM,Z2,NULL,NULL,NULL,NULL,1,
02/01/2010,6:45:00,2/1/2010,19:54:00,Criminal Trespass,NULL,ONCAM,Z3,Clydeck   54  Z3,"Ferst Drive, NW",NULL,NULL,1,
02/01/2010,20:44:00,NULL,NULL,Marijuana – Possession of,Cleared by Arrest,ONCAMRES,Z2,Howell Residence Hall   10   Z2,"Williams Street, NW",NULL,NULL,1,
02/01/2010,22:50:00,2/1/2010,23:35:00,Miscellaneous Offenses,Cleared by Arrest,PUB,Z4,"North Avenue, NW @ State Street, NW",NULL,NULL,NULL,1,
02/02/2010,3:00:00,2/2/2010,4:00:00,Miscellaneous Offenses,Cleared by Arrest,PUB,Z1,NULL,NULL,NULL,NULL,1,
02/01/2010,21:00:00,2/2/2010,10:10:00,Larceny – From Building,NULL,ONCAM,Z2,College of Management 172 Z2,"West Peachtree Street, NW",NULL,NULL,1,
02/02/2010,1:00:00,2/2/2010,11:00:00,Burglary  – Forced Entry – NonResidence,NULL,ONCAM,Z2,Eastside Market,"North Avenue, NW",NULL,NULL,1,
02/02/2010,13:50:00,2/2/2010,14:15:00,Miscellaneous Offenses,NULL,PUB,Z2,NULL,NULL,NULL,NULL,1,
02/02/2010,15:30:00,NULL,NULL,Miscellaneous Offenses,Unfounded,ONCAM,Z4,Curran Street Parking Deck   139   Z4,"Curran Street, NW",NULL,NULL,1,
02/02/2010,16:00:00,2/2/2010,17:30:00,Larceny – From Building,NULL,ONCAM,Z2, Starbucks,"Fifth Street, NW",NULL,NULL,1,
02/02/2010,19:30:00,2/2/2010,19:45:00,Larceny – From Building,NULL,ONCAM,Z4,Campus Recreation Center,"Ferst Drive, NW",NULL,NULL,1,
02/02/2010,20:00:00,2/2/2010,20:30:00,Miscellaneous Offenses,NULL,ONCAM,Z3,Student Center,"Ferst Drive, NW",NULL,NULL,1,
02/02/2010,20:45:00,2/2/2010,21:30:00,Miscellaneous Offenses,Cleared by Arrest,PUB,Z2,NULL,NULL,NULL,NULL,1,
02/02/2010,21:30:00,2/2/2010,22:00:00,Miscellaneous Offenses,Prosecution Declined,ONCAMRES,Z2,Towers Residence Hall   15   Z2,"Bobby Dodd Way, NW",NULL,NULL,1,
02/02/2010,22:14:00,2/2/2010,23:15:00,Miscellaneous Offenses,Cleared by Arrest,NONCAM,OFFCAM,NULL,"Spring Street, NW",NULL,NULL,1,
02/03/2010,1:58:00,NULL,NULL,Miscellaneous Offenses,Prosecution Declined,PUB,Z4,NULL,NULL,NULL,NULL,1,
02/03/2010,9:00:00,2/3/2010,9:45:00,Larceny – Bicycle,NULL,ONCAM,Z3,Skiles Courtyard,"Cherry Street, NW",NULL,NULL,1,
02/03/2010,9:00:00,2/3/2010,12:00:00,Larceny – Bicycle,NULL,ONCAM,Z3,Klaus Advanced Computing Building   153   Z3,"Ferst Drive, NW",NULL,NULL,1,
02/03/2010,9:00:00,2/3/2010,14:50:00,Criminal Trespass,NULL,ONCAM,Z3,Clydeck   54  Z3,"Ferst Drive, NW",NULL,NULL,1,
02/03/2010,17:50:00,2/3/2010,17:50:00,Miscellaneous Offenses,NULL,ONCAM,Z4,Undergraduate Living Center  64   Z4,"Turner Place, NW",NULL,NULL,1,
02/04/2010,1:47:00,NULL,NULL,Driving Under the Influence of Alcohol,Cleared by Arrest,PUB,Z2,"Spring Street, NW @ Fourth Street, NW",NULL,NULL,NULL,1,
02/03/2010,16:15:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,Z3,Weber Building parking lot Z3,"Ferst Drive, NW",NULL,NULL,1,
02/01/2010,7:45:00,2/3/2010,7:45:00,Larceny – From Building,NULL,ONCAM,Z1,Bill Moore Tennis Center,"Fowler Street, NW",NULL,NULL,1,
02/04/2010,13:09:00,NULL,NULL,Aggravated Assault/Battery – Other Weapon,Cleared by Arrest,ONCAM,Z2,Weber Building  (SST 1)   84   Z2,"Ferst Drive, NW",NULL,NULL,1,
02/04/2010,19:30:00,NULL,NULL,Miscellaneous Offenses,Prosecution Declined,NONCAM,Z2,North Avenue MARTA Station,"West Peachtree Street, NW",NULL,NULL,1,
02/04/2010,21:09:00,NULL,NULL,Miscellaneous Offenses,Prosecution Declined,PUB,Z4,"Marietta Street, NW @ Northside Drive, NW",NULL,NULL,NULL,1,
02/05/2010,14:30:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,Z3,Love Manufacturing Building   144   Z3,"Ferst Drive, NW",NULL,NULL,1,
02/05/2010,17:00:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,Z3,Boggs Building Loading Dock   103   Z3,"State Street, NW",NULL,NULL,1,
02/05/2010,22:04:00,2/5/2010,23:25:00,Miscellaneous Offenses,Prosecution Declined,PUB,OFFCAM,"Donald Lee Hollowell Highway @ Northside Drive, NW",NULL,NULL,NULL,1,
02/05/2010,22:26:00,2/5/2010,23:15:00,Miscellaneous Offenses,NULL,ONCAMRES,Z2,Howell Residence Hall   10   Z2,"Williams Street, NW",NULL,NULL,1,
02/05/2010,23:00:00,2/6/2010,2:43:00,Larceny – Articles from Vehicle,NULL,ONCAM,Z2,Sigma Nu Fraternity   325   Z2,"Fowler Street, NW",NULL,NULL,1,
02/06/2010,2:57:00,2/6/2010,3:08:00,Liquor – Possession Of,Prosecution Declined,ONCAMRES,Z4,Folk Residence Hall,"Turner Place, NW",NULL,NULL,1,
02/06/2010,4:22:00,2/6/2010,4:52:00,Miscellaneous Offenses,Cleared by Arrest,PUB,OFFCAM,"West Peachtree Street, NW @ Tenth Street, NW",NULL,NULL,NULL,1,
02/06/2010,10:19:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAMRES,Z1,Familly Apartments   180   Z1,"Tenth Street, NW",NULL,NULL,1,
02/06/2010,10:54:00,2/6/2010,11:18:00,Miscellaneous Offenses,Cleared by Arrest,ONCAM,Z2,Barnes and Noble Bookstore 172 Z2,"Fifth Street, NW",NULL,NULL,1,
02/05/2010,19:30:00,2/6/2010,2:00:00,Damage to Property – Private,NULL,ONCAM,Z4,Woodruff Parking Lot,"Curran Street, NW",NULL,NULL,1,
02/06/2010,8:28:00,2/6/2010,22:25:00,Driving Under the Influence of Alcohol,Cleared by Arrest,PUB,Z4,NULL,"Northside Drive, NW @ Tenth Street, NW",NULL,NULL,1,
02/06/2010,20:50:00,2/6/2010,21:23:00,Miscellaneous Offenses,Cleared by Arrest,PUB,Z2,"Centennial Olympic Park Drive, NW @ North Avenue, NW",NULL,NULL,NULL,1,
02/07/2010,1:45:00,2/7/2010,2:02:00,Liquor – Possession Of,Prosecution Declined,PUB,Z2,"Ferst Drive, NW @ Cherry Street, NW",NULL,NULL,NULL,1,
02/07/2010,2:31:00,2/7/2010,3:26:00,Liquor – Possession Of,Prosecution Declined,ONCAM,Z4,Hefner Residence Hall,"Eighth Street, NW",NULL,NULL,1,
02/07/2010,2:16:00,2/7/2010,2:16:00,Driving Under the Influence of Alcohol,Cleared by Arrest,PUB,Z4,NULL,NULL,NULL,NULL,1,
02/07/2010,4:43:00,2/7/2010,6:00:00,Miscellaneous Offenses,Prosecution Declined,PUB,Z2,"Fourth Street, NW @ West Peachtree Street, NW",NULL,NULL,NULL,1,
02/07/2010,16:09:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,Z4,Stamps Field,"Ferst Drive, NW",NULL,NULL,1,
02/02/2010,12:30:00,2/2/2010,18:30:00,Miscellaneous Offenses,NULL,ONCAM,Z2,Peters Parking Deck,"Fowler Street, NW",NULL,NULL,1,
02/08/2010,2:40:00,2/8/2010,3:43:00,Flight To Avoid Prosecution/Confinement/Wanted Person,Cleared by Arrest,PUB,OFFCAM,NULL,"Spring Street, NW @ North Avenue, NW",NULL,NULL,1,
02/08/2010,3:10:00,2/8/2010,3:10:00,Miscellaneous Offenses,Cleared by Arrest,PUB,OFFCAM,NULL,NULL,NULL,NULL,1,
02/05/2010,9:00:00,2/8/2010,9:30:00,Criminal Trespass,NULL,ONCAMRES,Z4,Woodruff Residence Hall North,"Curran Street, NW",NULL,NULL,1,
02/05/2010,8:30:00,2/8/2010,9:00:00,Larceny – From Building,NULL,ONCAMRES,Z2,Towers Residence Hall   15   Z2,"Bobby Dodd Way, NW",NULL,NULL,1,
02/06/2010,14:00:00,2/8/2010,8:45:00,Larceny – Bicycle,NULL,ONCAM,Z2,Towers Residence Hall   15   Z2,"Bobby Dodd Way, NW",NULL,NULL,1,
02/08/2010,22:40:00,2/8/2010,22:40:00,Miscellaneous Offenses,Cleared by Arrest,PUB,Z2,"North Avenue, NW @ State Street, NW",NULL,NULL,NULL,1,
02/09/2010,1:33:00,NULL,NULL,Miscellaneous Offenses,Cleared by Arrest,PUB,Z4,"Tenth Street, NW @ Northside Drive, NW  Z4",NULL,NULL,NULL,1,
02/06/2010,16:00:00,2/8/2010,7:00:00,Miscellaneous Offenses,NULL,ONCAM,NULL,Beringause Building   46   Z1,"Hemphill Avenue, NW",NULL,NULL,1,
02/05/2010,13:00:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,NULL,Beringause Building   46   Z1,"Hemphill Avenue, NW",NULL,NULL,1,
02/04/2010,8:00:00,2/7/2010,18:00:00,Miscellaneous Offenses,NULL,ONCAM,Z1,Beringause Building,"Hemphill Avenue, NW",NULL,NULL,1,
02/09/2010,9:50:00,NULL,NULL,Miscellaneous Offenses,Prosecution Declined,PUB,Z2,"North Avenue, NW @ Fowler Street, NW",NULL,NULL,NULL,1,
02/05/2010,9:00:00,2/9/2010,9:00:00,Damage to Property Offense Free Text,NULL,ONCAMRES,Z4,Woodruff Residence Hall South  116   Z4,"Curran Street, NW",NULL,NULL,1,
02/09/2010,15:35:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAMRES,Z4,Undergraduate Living Center  64   Z4,"Turner Place, NW",NULL,NULL,1,
02/09/2010,19:13:00,NULL,NULL,Miscellaneous Offenses,Cleared by Arrest,PUB,Z2,"North Avenue, NW @ Williams Street, NW",NULL,NULL,NULL,1,
02/09/2010,22:00:00,2/9/2010,22:10:00,Miscellaneous Offenses,NULL,ONCAM,Z2,Glenn Residence Hall,"Williams Street, NW",NULL,NULL,1,
02/09/2010,20:00:00,2/9/2010,23:07:00,Miscellaneous Offenses,NULL,ONCAMRES,Z1,Familly Housing Apartments,"Tenth Street, NW",NULL,NULL,1,
02/10/2010,10:00:00,2/10/2010,10:20:00,Miscellaneous Offenses,NULL,ONCAM,NULL,Beringause Building   46   Z1,"Hemphill Avenue, NW",NULL,NULL,1,
02/10/2010,14:00:00,2/10/2010,14:30:00,Miscellaneous Offenses,NULL,ONCAM,Z3,Bunger Henry Building,"Atlantic Drive, NW",NULL,NULL,1,
02/10/2010,21:25:00,2/10/2010,21:25:00,Miscellaneous Offenses,Cleared by Arrest,PUB,Z4,NULL,NULL,NULL,NULL,1,
02/11/2010,0:12:00,2/11/2010,0:39:00,Miscellaneous Offenses,Prosecution Declined,ONCAMRES,Z2,Smith Residence Hall,"Williams Street, NW",NULL,NULL,1,
02/11/2010,12:59:00,2/11/2010,12:59:00,Miscellaneous Offenses,NULL,ONCAM,NULL,Beringause Building   46   Z1,"Hemphill Avenue, NW",NULL,NULL,1,
01/26/2010,8:00:00,1/26/2010,17:00:00,Fraudulent Activity Offense Free ,Prosecution Declined,ONCAM,Z2,NULL,Georgia Tech Station,NULL,NULL,1,
02/04/2010,19:00:00,2/11/2010,13:00:00,Larceny – From Building,NULL,ONCAM,Z3,Boggs Building   103   Z3,"State Street, NW",NULL,NULL,1,
02/11/2010,16:16:00,NULL,NULL,Larceny – Bicycle,NULL,ONCAM,Z2,Weber Building  (SST 1)   84   Z2,"Ferst Drive, NW",NULL,NULL,1,
02/11/2010,20:36:00,2/11/2010,20:36:00,Miscellaneous Offenses,Cleared by Arrest,PUB,Z4,NULL,NULL,NULL,NULL,1,
02/11/2010,21:44:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,Z3,NULL,NULL,NULL,NULL,1,
02/12/2010,1:00:00,2/12/2010,3:30:00,Criminal Trespass,Victim/Witness Refused to Cooperate,ONCAMRES,Z2,Fourth Street Apartments  134  Z2,"Techwood Drive, NW",NULL,NULL,1,
02/11/2010,16:00:00,2/12/2010,8:00:00,Criminal Trespass,NULL,ONCAMRES,Z4,Eighth Street Apartments,"Eighth Street, NW",NULL,NULL,1,
02/12/2010,5:00:00,NULL,NULL,Simple Assault/Battery,Prosecution Declined,ONCAMRES,Z2,Fourth Street Apartments (Stein House)   134  Z2,"Techwood Drive, NW",NULL,NULL,1,
02/11/2010,11:00:00,2/11/2010,19:00:00,Larceny – Bicycle,NULL,ONCAM,Z3,Bunger-Henry Building   86  Z3,"Atlantic Drive, NW",NULL,NULL,1,
02/12/2010,17:30:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,Z4,Woodruff Residence Hall,"Curran Street, NW",NULL,NULL,1,
02/12/2010,21:55:00,2/12/2010,22:25:00,Miscellaneous Offenses,Prosecution Declined,ONCAMRES,Z4,Fitten Residence Hall   119   Z4,"McMillan Street, NW",NULL,NULL,1,
02/13/2010,1:30:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAMRES,Z1,Graduate Living Center   52  Z1,"Tenth Street, NW",NULL,NULL,1,
02/13/2010,12:45:00,NULL,NULL,Miscellaneous Offenses,NULL,PUB,Z4,"North Avenue, NW @ Strong Street, NW",NULL,NULL,NULL,1,
02/13/2010,13:00:00,2/13/2010,14:00:00,Miscellaneous Offenses,NULL,ONCAM,Z4,Campus Recreation Center   122   Z4,"Ferst Drive, NW",NULL,NULL,1,
02/13/2010,10:42:00,2/13/2010,16:42:00,Marijuana – Possession of,Prosecution Declined,ONCAMRES,Z4,Woodruff Residence Hall South,"Curran Street, NW",NULL,NULL,1,
02/11/2010,13:00:00,2/13/2010,15:00:00,Miscellaneous Offenses,NULL,ONCAM,Z4,Folk Caldwell Parking Lot,"Turner Place, NW",NULL,NULL,1,
02/13/2010,16:45:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,Z4,Campus Recreation Center Feild,"Ferst Drive, NW",NULL,NULL,1,
02/13/2010,19:50:00,2/13/2010,21:10:00,Miscellaneous Offenses,NULL,ONCAMRES,Z4,Folk Residence Hall   110   Z4,"Turner Place, NW",NULL,NULL,1,
02/13/2010,20:26:00,NULL,NULL,Miscellaneous Offenses,Cleared by Arrest,PUB,Z1,"Spring Street, NW @ Tenth Street, NW",NULL,NULL,NULL,1,
02/13/2010,23:46:00,NULL,NULL,Miscellaneous Offenses,Cleared by Arrest,PUB,Z4,"State Street, NW @ North Avenue, NW",NULL,NULL,NULL,1,
02/14/2010,1:11:00,2/14/2010,1:40:00,Miscellaneous Offenses,NULL,NONCAM,OFFCAM,Dancers Elite,"Marietta Street, NW",NULL,NULL,1,
02/14/2010,0:48:00,2/14/2010,0:59:00,Miscellaneous Offenses,NULL,ONCAM,Z4,Hopkins Building,"Marietta Street, NW",NULL,NULL,1,
02/14/2010,2:50:00,2/14/2010,3:21:00,Driving Under the Influence of Alcohol,Cleared by Arrest,PUB,Z2,"West Peachtree Street, NW  @ Sixth Street, NW",NULL,NULL,NULL,1,
02/14/2010,1:30:00,2/14/2010,9:00:00,Damage to Property – Private,NULL,ONCAMRES,Z1,Phi Sigma Kappa Fraternity,"Techwood Drive, NW",NULL,NULL,1,
02/14/2010,15:26:00,2/14/2010,16:05:00,Miscellaneous Offenses,Cleared by Arrest,PUB,Z4,"Northside Drive, NW @ Tenth Street, NW",NULL,NULL,NULL,1,
02/14/2010,21:17:00,2/14/2010,21:17:00,Miscellaneous Offenses,Cleared by Arrest,PUB,Z2,NULL,"Marietta Street, NW",NULL,NULL,1,
02/15/2010,0:40:00,2/15/2010,0:40:00,Driving Under the Influence of Alcohol,Cleared by Arrest,PUB,Z1,"Tenth Street, NW @ Spring Street, NW",NULL,NULL,NULL,1,
02/15/2010,1:10:00,2/15/2010,1:20:00,Driving Under the Influence of Alcohol,Cleared by Arrest,NONCLERY,NULL,Spring Street @ Linden Avenue  Z2,NULL,NULL,NULL,1,
02/10/2010,18:00:00,2/11/2010,6:00:00,Criminal Trespass,NULL,ONCAM,Z3,Mason Building Lot (South Side),"Atlantic Drive, NW",NULL,NULL,1,
02/11/2010,17:00:00,2/15/2010,8:40:00,Larceny – From Building,Unfounded,ONCAM,Z2,Centergy Parking Deck @ Tech Square,Fifth Street,NULL,NULL,1,
02/08/2010,11:30:00,2/8/2010,11:30:00,Miscellaneous Offenses,NULL,PUB,NULL,"Cherry Street, NW @ Ferst Drive, NW",NULL,NULL,NULL,1,
02/12/2010,17:00:00,2/15/2010,8:00:00,Criminal Trespass,NULL,ONCAM,Z1,NULL,"Fourteenth Street, NW",NULL,NULL,1,
02/15/2010,19:58:00,2/15/2010,21:35:00,Miscellaneous Offenses,Cleared by Arrest,PUB,Z4,NULL,"North Avenue, NW @ State Street, NW",NULL,NULL,1,
02/15/2010,20:25:00,2/15/2010,20:52:00,Miscellaneous Offenses,NULL,ONCAM,Z2,College of Management,"West Peachtree Street, NW",NULL,NULL,1,
02/16/2010,1:45:00,2/16/2010,2:15:00,Miscellaneous Offenses,NULL,ONCAM,Z1,Institute of Paper Science 2 (Lasalle Building),"Fourteenth Street, NW",NULL,NULL,1,
02/16/2010,3:25:00,NULL,NULL,Criminal Trespass,NULL,ONCAM,Z2,Academy of Medicine,"West Peachtree Street, NW",NULL,NULL,1,
02/15/2010,17:30:00,2/15/2010,20:00:00,Larceny – From Building,NULL,ONCAM,Z2,Campus Recreation Center   122   Z4,"Ferst Drive, NW",NULL,NULL,1,
02/16/2010,17:35:00,2/16/2010,18:20:00,Miscellaneous Offenses,Cleared by Arrest,PUB,Z2,"North Avenue, NW @ Techwood Drive, NW",NULL,NULL,NULL,1,
02/17/2010,2:41:00,2/17/2010,4:00:00,Miscellaneous Offenses,Prosecution Declined,PUB,Z4,NULL,"Northside Drive, NW",NULL,NULL,1,
02/13/2010,12:00:00,2/17/2010,11:25:00,Miscellaneous Offenses,NULL,ONCAM,Z4,Student Health Center   82   Z4,"Ferst Drive, NW",NULL,NULL,1,
02/17/2010,14:15:00,NULL,NULL,Miscellaneous Offenses,Prosecution Declined,ONCAMRES,Z4,"Eighth Street Apartments, East Building","Eighth Street, NW",NULL,NULL,1,
01/27/2010,17:00:00,1/27/2010,18:00:00,Terroristic Threats/Intimidation,Prosecution Declined,ONCAM,Z3,Student Center,"Ferst Drive, NW",NULL,NULL,1,
02/17/2010,17:15:00,2/17/2010,18:15:00,Larceny – From Building,NULL,ONCAM,Z4,Campus Recreation Center   122   Z4,"Ferst Drive, NW",NULL,NULL,1,
02/17/2010,21:19:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,Z2,North Avenue Apartments,"North Avenue, NW",NULL,NULL,1,
02/17/2010,18:30:00,2/17/2010,19:00:00,Larceny – From Building,Unfounded,ONCAM,Z3,College of Computing   50   Z3,"Atlantic Drive, NW",NULL,NULL,1,
02/18/2010,0:15:00,2/18/2010,0:30:00,Miscellaneous Offenses,NULL,ONCAMRES,Z2,Towers Residence Hall (Stairwell) 15   Z2,"Bobby Dodd Way, NW",NULL,NULL,1,
02/18/2010,2:20:00,2/18/2010,2:45:00,Miscellaneous Offenses,Prosecution Declined,ONCAMRES,Z2,Glenn Residence Hall   16   Z2,"Bobby Dodd Way, NW",NULL,NULL,1,
02/18/2010,3:17:00,NULL,NULL,Miscellaneous Offenses,Cleared by Arrest,PUB,Z2,"North Avenue, NW @ Luckie Street, NW",NULL,NULL,NULL,1,
02/18/2010,10:03:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAMRES,Z2,Field Residence Hall   90   Z2,"Techwood Drive, NW",NULL,NULL,1,
02/09/2010,12:00:00,2/18/2010,11:00:00,Miscellaneous Offenses,NULL,ONCAM,Z3,Howey Physics Building,"Atlantic Drive, NW",NULL,NULL,1,
02/18/2010,13:38:00,NULL,NULL,Miscellaneous Offenses,Cleared by Arrest,PUB,Z2,"Williams Street, NW @ North Avenue, NW -  Z2",NULL,NULL,NULL,1,
02/18/2010,14:32:00,NULL,NULL,Miscellaneous Offenses,Prosecution Declined,PUB,Z2,NULL,"North Avenue, NW @ Techwood Drive, NW",NULL,NULL,1,
02/18/2010,22:45:00,NULL,NULL,Miscellaneous Offenses,Prosecution Declined,ONCAM,OFFCAM,Tech Plaza Parking Lot,"Tenth Street, NW",NULL,NULL,1,
02/18/2010,9:00:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAMRES,Z2,Field Residence Hall   90   Z2,"Techwood Drive, NW",NULL,NULL,1,
02/19/2010,10:00:00,NULL,10:00:00,Miscellaneous Offenses,NULL,NONCAM,NULL,Beringause Building   46   Z1,"Hemphill Avenue, NW",NULL,NULL,1,
02/19/2010,14:24:00,NULL,NULL,Miscellaneous Offenses,Prosecution Declined,PUB,Z1,"Hemphill Avenue, NW @ Ferst Drive, NW",NULL,NULL,NULL,1,
02/19/2010,9:00:00,2/19/2010,14:00:00,Larceny – Bicycle,NULL,ONCAM,Z2,Skiles Classroom Building   2   Z2,"Cherry Street, NW",NULL,NULL,1,
01/27/2010,16:30:00,1/27/2010,16:35:00,Miscellaneous Offenses,NULL,ONCAM,Z3,Student Center   104   Z3,"Ferst Drive, NW",NULL,NULL,1,
02/17/2010,10:55:00,2/19/2010,16:10:00,Larceny – From Building,NULL,ONCAM,Z2,Skiles Classroom Building   2   Z2,"Cherry Street, NW",NULL,NULL,1,
02/20/2010,2:29:00,2/20/2010,3:38:00,Miscellaneous Offenses,Prosecution Declined,ONCAMRES,Z2,Towers Residence Hall   15   Z2,"Bobby Dodd Way, NW",NULL,NULL,1,
02/20/2010,3:29:00,NULL,NULL,Miscellaneous Offenses,Cleared by Arrest,PUB,Z2,"Spring Street, NW @ Eighth Street, NW",NULL,NULL,NULL,1,
02/20/2010,13:50:00,2/20/2010,13:59:00,Miscellaneous Offenses,NULL,ONCAM,Z2,Brittain Dining Hall,"Techwood Drive, NW",NULL,NULL,1,
02/20/2010,17:10:00,NULL,NULL,Miscellaneous Offenses,Cleared by Arrest,PUB,Z4,"North Avenue, NW @ Folwer Street, NW  Z2",NULL,NULL,NULL,1,
02/20/2010,15:00:00,2/20/2010,17:00:00,Larceny – Bicycle,NULL,ONCAM,Z3,Sustainable Research Building   145   Z3,"Atlantic Drive, NW",NULL,NULL,1,
02/20/2010,17:15:00,2/20/2010,18:27:00,Miscellaneous Offenses,NULL,ONCAMRES,Z4,Folk Residence Hall,"Turner Place, NW",NULL,NULL,1,
02/20/2010,18:29:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAMRES,Z2,Hopkins Residence Hall   94   Z2,"Bobby Dodd Way, NW",NULL,NULL,1,
02/20/2010,21:08:00,2/20/2010,21:50:00,Miscellaneous Offenses,NULL,ONCAMRES,Z2,Fourth Street Apartments North (Stein House)   134  Z2,"Techwood Drive, NW",NULL,NULL,1,
02/21/2010,5:00:00,2/21/2010,11:28:00,Miscellaneous Offenses,NULL,ONCAMRES,NULL,Armstrong Residence Hall   108   Z4,"Eighth Street, NW",NULL,NULL,1,
02/19/2010,17:30:00,2/22/2010,7:15:00,Theft of Automobile,Unfounded,ONCAM,Z1,"400 Block Ninth Street, NW",NULL,NULL,NULL,1,
